spp,hatchdat,sizename,sizeclass_cm,Trial_ID,Contact_event,Contact_Orientation,Contact_First_Bodypart,N_Contact,Time_Point,Notes,Data_Enterer,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,4,upstream,body,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,5,upstream,body,2,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,6,upstream,body,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,7,downstream,tail,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,8,downstream,body,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,9,downstream,body,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,10,unknown,head,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,11,unknown,head,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,1,upstream,tail,2,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,2,upstream,tail,1,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,3,upstream,body,1,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,4,downstream,head,1,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,5,downstream,body,1,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,6,downstream,body,1,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,7,unknown,head,2,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,1,upstream,tail,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,2,upstream,tail,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,3,upstream,tail,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,4,upstream,body,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,5,downstream,head,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,6,downstream,head,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,7,downstream,tail,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,8,downstream,body,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_B,9,unknown,head,2,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,1,downstream,head,1,t5,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,2,unknown,head,1,t5,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,1,unknown,head,1,t10,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,2,unknown,head,1,t10,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,3,unknown,head,1,t10,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,4,unknown,head,1,t10,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,5,unknown,body,1,t10,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,1,upstream,head,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,2,upstream,head,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,3,upstream,tail,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,4,upstream,body,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,5,upstream,body,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,6,downstream,head,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,7,downstream,head,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,8,downstream,head,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,9,downstream,head,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,10,downstream,head,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,11,downstream,body,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,12,unknown,head,2,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,13,unknown,head,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,14,unknown,head,2,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,15,unknown,head,2,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,16,unknown,body,1,t15,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,1,upstream,head,1,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,2,downstream,head,1,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,3,downstream,body,2,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,4,downstream,body,1,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,5,unknown,head,1,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,6,unknown,head,1,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,7,unknown,head,1,t20,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,1,upstream,head,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,2,upstream,body,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,3,upstream,body,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,4,upstream,body,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,5,downstream,head,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,6,downstream,body,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,7,downstream,body,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,8,downstream,body,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,9,unknown,head,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_C,10,unknown,head,1,t25,NA,Jessica,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,1,upstream,Tail,2,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,2,upstream,Tail,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,3,downstream,Tail,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,4,upstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,5,upstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,1,upstream,head,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,2,upstream,tail,3,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,3,upstream,body,2,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,4,upstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,1,upstream,head,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,2,unknown,head,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,3,upstream,tail,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,4,upstream,tail,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,5,upstream,tail,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,6,upstream,tail,3,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,7,upstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,8,upstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,9,upstream,body,3,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,10,upstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,1,upstream,head,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,2,downstream,tail,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,3,upstream,body,2,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,4,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,5,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,1,upstream,head,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,2,upstream,head,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,3,upstream,head,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,4,downstream,head,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,5,downstream,head,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,6,unknown,head,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_D,7,upstream,tail,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,1,unknown,head,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,2,downstream,tail,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,3,upstream,body,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,4,upstream,body,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,5,upstream,body,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,6,downstream,body,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,1,unknown,head,2,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,2,unknown,head,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,3,upstream,tail,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,4,downstream,tail,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,5,downstream,tail,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,6,upstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,7,upstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,8,upstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,9,upstream,body,2,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,10,upstream,body,2,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,11,upstream,body,2,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,12,upstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,13,downstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,14,downstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,15,downstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,1,upstream,head,2,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,2,downstream,head,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,3,upstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,4,upstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,5,upstream,body,3,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,6,upstream,body,2,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,7,upstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,8,downstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,1,upstream,head,2,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,2,unknown,head,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,3,unknown,head,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,4,upstream,tail,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,5,upstream,tail,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,6,upstream,body,3,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,7,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,8,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,9,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,10,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,11,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,12,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,13,downstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,1,upstream,tail,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,2,upstream,tail,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,3,downstream,tail,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,4,downstream,tail,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,5,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,6,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,7,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,8,upstream,body,2,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-03_E,9,downstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,1,upstream,head,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,2,upstream,head,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,3,upstream,head,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,4,upstream,tail,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,5,upstream,tail,2,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,6,downstream,tail,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,7,upstream,tail,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,8,upstream,tail,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,9,upstream,body,3,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,1,upstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,2,upstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,3,upstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,4,upstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,5,upstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,1,upstream,tail,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,2,upstream,tail,2,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,3,upstream,tail,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,4,upstream,tail,3,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,5,upstream,tail,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,6,upstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,1,downstream,head,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,2,unknown,head,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,3,upstream,tail,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,4,downstream,tail,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,5,upstream,tail,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,6,upstream,tail,2,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,7,upstream,tail,3,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,8,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,9,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,10,upstream,body,2,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,11,downstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,1,upstream,head,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,2,downstream,head,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,3,upstream,tail,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,4,downstream,tail,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,5,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,6,downstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,7,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,8,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_A,9,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,1,upstream,head,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,2,upstream,body,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,3,upstream,body,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,4,upstream,body,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,5,upstream,body,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,1,upstream,head,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,2,upstream,head,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,3,upstream,head,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,4,upstream,head,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,5,upstream,head,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,6,upstream,tail,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,7,upstream,tail,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,8,upstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,9,upstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,10,upstream,body,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,1,upstream,head,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,2,upstream,head,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,3,upstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,4,upstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,5,upstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,6,upstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,1,upstream,head,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,2,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,3,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,4,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,5,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,6,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,7,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,8,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,9,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,10,upstream,body,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,1,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,2,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,3,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,4,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,5,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,6,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,7,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,8,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_B,9,upstream,body,1,t25,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,1,unknown,head,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,2,upstream,tail,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,3,upstream,tail,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,4,upstream,tail,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,5,upstream,tail,1,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,6,upstream,body,2,t5,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,1,upstream,head,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,2,upstream,tail,1,t10,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,1,upstream,tail,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,2,upstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,3,upstream,body,1,t15,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,1,upstream,head,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,2,upstream,tail,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,3,upstream,tail,1,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,4,upstream,body,2,t20,NA,Amrita,,,,,,,,,,
GS,2023-04-19,Large,16_21,2023-08-04_C,5,upstream,body,2,t20,NA,Amrita,,,,,,,,,,
